country,year,population
Philippines,Y1996,71184718
Philippines,Y1997,72780928
Philippines,Y1998,74393147
Philippines,Y1999,76018006
Philippines,Y2000,77651848
Philippines,Y2001,79297756
Philippines,Y2002,80953652
Philippines,Y2003,82604681
Philippines,Y2004,84231329
Philippines,Y2005,85821214
Philippines,Y2006,87366573
Philippines,Y2007,88875548
Philippines,Y2008,90371287
Philippines,Y2009,91886400
Philippines,Y2010,93444322
Philippines,Y2011,95053437
Philippines,Y2012,96706764
Philippines,Y2013,98393574
Poland,Y1995,38479899
Poland,Y1996,38480234
Poland,Y1997,38461279
Poland,Y1998,38428791
Poland,Y1999,38390217
Poland,Y2000,38351437
Poland,Y2001,38314744
Poland,Y2002,38280547
Poland,Y2003,38250426
Poland,Y2004,38225455
Poland,Y2005,38206337
Poland,Y2006,38194163
Poland,Y2007,38189136
Poland,Y2008,38189735
Poland,Y2009,38193591
Poland,Y2010,38198754
Poland,Y2011,38204598
Poland,Y2012,38210924
Poland,Y2013,38216635
Portugal,Y1995,10097055
Portugal,Y1996,10140627
Portugal,Y1997,10182158
Portugal,Y1998,10222540
Portugal,Y1999,10263532
Portugal,Y2000,10306192
Portugal,Y2001,10350660
Portugal,Y2002,10395630
Portugal,Y2003,10439031
Portugal,Y2004,10478122
Portugal,Y2005,10510967
Portugal,Y2006,10536701
Portugal,Y2007,10555902
Portugal,Y2008,10569881
Portugal,Y2009,10580673
Portugal,Y2010,10589792
Portugal,Y2011,10597629
Portugal,Y2012,10603804
Portugal,Y2013,10608156
Puerto Rico,Y1995,3689649
Puerto Rico,Y1996,3719446
Puerto Rico,Y1997,3746634
Puerto Rico,Y1998,3769718
Puerto Rico,Y1999,3786884
Puerto Rico,Y2000,3796981
Puerto Rico,Y2001,3799358
Puerto Rico,Y2002,3794728
Puerto Rico,Y2003,3785058
Puerto Rico,Y2004,3773147
Puerto Rico,Y2005,3761143
Puerto Rico,Y2006,3749763
Puerto Rico,Y2007,3738829
Puerto Rico,Y2008,3728531
Puerto Rico,Y2009,3718812
Puerto Rico,Y2010,3709671
Puerto Rico,Y2011,3701373
Puerto Rico,Y2012,3694237
Puerto Rico,Y2013,3688318
Qatar,Y1995,501154
Qatar,Y1996,512476
Qatar,Y1997,529491
Qatar,Y1998,550367
Qatar,Y1999,572155
Qatar,Y2000,593693
Qatar,Y2001,611808
Qatar,Y2002,629745
Qatar,Y2003,660238
Qatar,Y2004,720383
Qatar,Y2005,821159
Qatar,Y2006,967602
Qatar,Y2007,1152459
Qatar,Y2008,1359114
Qatar,Y2009,1564082
Qatar,Y2010,1749713
Qatar,Y2011,1910902
Qatar,Y2012,2050514
Qatar,Y2013,2168673
Republic of Korea,Y1995,44652994
Republic of Korea,Y1996,44940974
Republic of Korea,Y1997,45220543
Republic of Korea,Y1998,45489131
Republic of Korea,Y1999,45742103
Republic of Korea,Y2000,45977210
Republic of Korea,Y2001,46192932
Republic of Korea,Y2002,46393993
Republic of Korea,Y2003,46591762
Republic of Korea,Y2004,46801310
Republic of Korea,Y2005,47033082
Republic of Korea,Y2006,47291491
Republic of Korea,Y2007,47572585
Republic of Korea,Y2008,47867970
Republic of Korea,Y2009,48164969
Republic of Korea,Y2010,48453931
Republic of Korea,Y2011,48732640
Republic of Korea,Y2012,49002683
Republic of Korea,Y2013,49262698
Republic of Moldova,Y1995,4339081
Republic of Moldova,Y1996,4308050
Republic of Moldova,Y1997,4268774
Republic of Moldova,Y1998,4221726
Republic of Moldova,Y1999,4167552
Republic of Moldova,Y2000,4107184
Republic of Moldova,Y2001,4040579
Republic of Moldova,Y2002,3969040
Republic of Moldova,Y2003,3896494
Republic of Moldova,Y2004,3827963
Republic of Moldova,Y2005,3767077
Republic of Moldova,Y2006,3715541
Republic of Moldova,Y2007,3672638
Republic of Moldova,Y2008,3636510
Republic of Moldova,Y2009,3604078
Republic of Moldova,Y2010,3573024
Republic of Moldova,Y2011,3542928
Republic of Moldova,Y2012,3514381
Republic of Moldova,Y2013,3487204
Romania,Y1995,22963512
Romania,Y1996,22841943
Romania,Y1997,22717415
Romania,Y1998,22596183
Romania,Y1999,22484940
Romania,Y2000,22388354
Romania,Y2001,22310092
Romania,Y2002,22249564
Romania,Y2003,22201592
Romania,Y2004,22158163
Romania,Y2005,22113264
Romania,Y2006,22065409
Romania,Y2007,22015937
Romania,Y2008,21964962
Romania,Y2009,21913311
Romania,Y2010,21861476
Romania,Y2011,21808931
Romania,Y2012,21754741
Romania,Y2013,21698585
Russian Federation,Y1995,148602147
Russian Federation,Y1996,148375246
Russian Federation,Y1997,148079919
Russian Federation,Y1998,147715550
Russian Federation,Y1999,147275875
Russian Federation,Y2000,146762881
Russian Federation,Y2001,146170247
Russian Federation,Y2002,145520813
Russian Federation,Y2003,144879644
Russian Federation,Y2004,144331352
Russian Federation,Y2005,143932966
Russian Federation,Y2006,143715023
Russian Federation,Y2007,143652377
Russian Federation,Y2008,143677033
Russian Federation,Y2009,143689741
Russian Federation,Y2010,143617913
Russian Federation,Y2011,143438152
Russian Federation,Y2012,143169653
Russian Federation,Y2013,142833689
Rwanda,Y1995,5663838
Rwanda,Y1996,5929575
Rwanda,Y1997,6470628
Rwanda,Y1998,7169658
Rwanda,Y1999,7853015
Rwanda,Y2000,8395577
Rwanda,Y2001,8760003
Rwanda,Y2002,8987523
Rwanda,Y2003,9126167
Rwanda,Y2004,9254379
Rwanda,Y2005,9429457
Rwanda,Y2006,9660946
Rwanda,Y2007,9928143
Rwanda,Y2008,10222961
Rwanda,Y2009,10529668
Rwanda,Y2010,10836732
Rwanda,Y2011,11144315
Rwanda,Y2012,11457801
Rwanda,Y2013,11776522
Saint Kitts and Nevis,Y1995,42888
Saint Kitts and Nevis,Y1996,43391
Saint Kitts and Nevis,Y1997,43885
Saint Kitts and Nevis,Y1998,44391
Saint Kitts and Nevis,Y1999,44938
Saint Kitts and Nevis,Y2000,45544
Saint Kitts and Nevis,Y2001,46214
Saint Kitts and Nevis,Y2002,46934
Saint Kitts and Nevis,Y2003,47679
Saint Kitts and Nevis,Y2004,48421
Saint Kitts and Nevis,Y2005,49139
Saint Kitts and Nevis,Y2006,49823
Saint Kitts and Nevis,Y2007,50478
Saint Kitts and Nevis,Y2008,51110
Saint Kitts and Nevis,Y2009,51731
Saint Kitts and Nevis,Y2010,52352
Saint Kitts and Nevis,Y2011,52971
Saint Kitts and Nevis,Y2012,53584
Saint Kitts and Nevis,Y2013,54191
Saint Lucia,Y1995,147040
Saint Lucia,Y1996,148962
Saint Lucia,Y1997,150994
Saint Lucia,Y1998,153066
Saint Lucia,Y1999,155073
Saint Lucia,Y2000,156949
Saint Lucia,Y2001,158650
Saint Lucia,Y2002,160217
Saint Lucia,Y2003,161766
Saint Lucia,Y2004,163460
Saint Lucia,Y2005,165407
Saint Lucia,Y2006,167658
Saint Lucia,Y2007,170149
Saint Lucia,Y2008,172734
Saint Lucia,Y2009,175200
Saint Lucia,Y2010,177397
Saint Lucia,Y2011,179271
Saint Lucia,Y2012,180870
Saint Lucia,Y2013,182273
Saint Vincent and the Grenadines,Y1995,108122
Saint Vincent and the Grenadines,Y1996,108078
Saint Vincent and the Grenadines,Y1997,108001
Saint Vincent and the Grenadines,Y1998,107923
Saint Vincent and the Grenadines,Y1999,107879
Saint Vincent and the Grenadines,Y2000,107897
Saint Vincent and the Grenadines,Y2001,107989
Saint Vincent and the Grenadines,Y2002,108150
Saint Vincent and the Grenadines,Y2003,108353
Saint Vincent and the Grenadines,Y2004,108562
Saint Vincent and the Grenadines,Y2005,108749
Saint Vincent and the Grenadines,Y2006,108908
Saint Vincent and the Grenadines,Y2007,109045
Saint Vincent and the Grenadines,Y2008,109158
Saint Vincent and the Grenadines,Y2009,109249
Saint Vincent and the Grenadines,Y2010,109316
Saint Vincent and the Grenadines,Y2011,109357
Saint Vincent and the Grenadines,Y2012,109373
Saint Vincent and the Grenadines,Y2013,109373
Samoa,Y1995,170158
Samoa,Y1996,171276
Samoa,Y1997,172191
Samoa,Y1998,172979
Samoa,Y1999,173758
Samoa,Y2000,174614
Samoa,Y2001,175567
Samoa,Y2002,176592
Samoa,Y2003,177677
Samoa,Y2004,178794
Samoa,Y2005,179928
Samoa,Y2006,181073
Samoa,Y2007,182240
Samoa,Y2008,183444
Samoa,Y2009,184704
Samoa,Y2010,186029
Samoa,Y2011,187429
Samoa,Y2012,188889
Samoa,Y2013,190372
San Marino,Y1995,25680
San Marino,Y1996,25914
San Marino,Y1997,26114
San Marino,Y1998,26321
San Marino,Y1999,26594
San Marino,Y2000,26969
San Marino,Y2001,27467
San Marino,Y2002,28064
San Marino,Y2003,28700
San Marino,Y2004,29290
San Marino,Y2005,29775
San Marino,Y2006,30130
San Marino,Y2007,30377
San Marino,Y2008,30549
San Marino,Y2009,30698
San Marino,Y2010,30861
San Marino,Y2011,31048
San Marino,Y2012,31247
San Marino,Y2013,31448
Sao Tome and Principe,Y1995,130378
Sao Tome and Principe,Y1996,132323
Sao Tome and Principe,Y1997,134029
Sao Tome and Principe,Y1998,135650
Sao Tome and Principe,Y1999,137396
Sao Tome and Principe,Y2000,139428
Sao Tome and Principe,Y2001,141783
Sao Tome and Principe,Y2002,144447
Sao Tome and Principe,Y2003,147455
Sao Tome and Principe,Y2004,150842
Sao Tome and Principe,Y2005,154615
Sao Tome and Principe,Y2006,158806
Sao Tome and Principe,Y2007,163390
Sao Tome and Principe,Y2008,168253
Sao Tome and Principe,Y2009,173240
Sao Tome and Principe,Y2010,178228
Sao Tome and Principe,Y2011,183177
Sao Tome and Principe,Y2012,188098
Sao Tome and Principe,Y2013,192993
Saudi Arabia,Y1995,18567343
Saudi Arabia,Y1996,18848350
Saudi Arabia,Y1997,19060850
Saudi Arabia,Y1998,19282965
Saudi Arabia,Y1999,19620692
Saudi Arabia,Y2000,20144584
Saudi Arabia,Y2001,20891594
Saudi Arabia,Y2002,21825217
Saudi Arabia,Y2003,22852333
Saudi Arabia,Y2004,23839231
Saudi Arabia,Y2005,24690067
Saudi Arabia,Y2006,25371936
Saudi Arabia,Y2007,25915624
Saudi Arabia,Y2008,26366358
Saudi Arabia,Y2009,26796375
Saudi Arabia,Y2010,27258387
Saudi Arabia,Y2011,27761728
Saudi Arabia,Y2012,28287855
Saudi Arabia,Y2013,28828870
Senegal,Y1995,8711528
Senegal,Y1996,8940298
Senegal,Y1997,9164050
Senegal,Y1998,9387783
Senegal,Y1999,9618564
Senegal,Y2000,9861679
Senegal,Y2001,10119118
Senegal,Y2002,10390050
Senegal,Y2003,10673535
Senegal,Y2004,10967568
Senegal,Y2005,11270826
Senegal,Y2006,11582925
Senegal,Y2007,11904974
Senegal,Y2008,12238791
Senegal,Y2009,12586827
Senegal,Y2010,12950564
Senegal,Y2011,13330737
Senegal,Y2012,13726021
Senegal,Y2013,14133280
Serbia & Montenegro,Y1995,10989446
Serbia & Montenegro,Y1996,11028631
Serbia & Montenegro,Y1997,11025594
Serbia & Montenegro,Y1998,10990409
Serbia & Montenegro,Y1999,10939047
Serbia & Montenegro,Y2000,10883641
Serbia & Montenegro,Y2001,10826817
Serbia & Montenegro,Y2002,10766194
Serbia & Montenegro,Y2003,10703165
Serbia & Montenegro,Y2004,10638276
Serbia,Y2005,9956359
Serbia,Y2006,9889237
Serbia,Y2007,9823743
Serbia,Y2008,9760977
Serbia,Y2009,9701912
Serbia,Y2010,9647109
Serbia,Y2011,9597413
Serbia,Y2012,9552553
Serbia,Y2013,9510506
Seychelles,Y1995,75433
Seychelles,Y1996,76391
Seychelles,Y1997,77173
Seychelles,Y1998,77891
Seychelles,Y1999,78720
Seychelles,Y2000,79774
Seychelles,Y2001,81093
Seychelles,Y2002,82611
Seychelles,Y2003,84218
Seychelles,Y2004,85751
Seychelles,Y2005,87094
Seychelles,Y2006,88210
Seychelles,Y2007,89134
Seychelles,Y2008,89902
Seychelles,Y2009,90577
Seychelles,Y2010,91208
Seychelles,Y2011,91799
Seychelles,Y2012,92339
Seychelles,Y2013,92838
Sierra Leone,Y1995,3927105
Sierra Leone,Y1996,3919708
Sierra Leone,Y1997,3928313
Sierra Leone,Y1998,3961869
Sierra Leone,Y1999,4030443
Sierra Leone,Y2000,4139757
Sierra Leone,Y2001,4295667
Sierra Leone,Y2002,4493047
Sierra Leone,Y2003,4712763
Sierra Leone,Y2004,4928175
Sierra Leone,Y2005,5119895
Sierra Leone,Y2006,5280909
Sierra Leone,Y2007,5416015
Sierra Leone,Y2008,5532139
Sierra Leone,Y2009,5641182
Sierra Leone,Y2010,5751976
Sierra Leone,Y2011,5865491
Sierra Leone,Y2012,5978727
Sierra Leone,Y2013,6092075
Singapore,Y1995,3482640
Singapore,Y1996,3570085
Singapore,Y1997,3653156
Singapore,Y1998,3735537
Singapore,Y1999,3822625
Singapore,Y2000,3918189
Singapore,Y2001,4023284
Singapore,Y2002,4136239
Singapore,Y2003,4254766
Singapore,Y2004,4375413
Singapore,Y2005,4495537
Singapore,Y2006,4614310
Singapore,Y2007,4732065
Singapore,Y2008,4848676
Singapore,Y2009,4964312
Singapore,Y2010,5078969
Singapore,Y2011,5192183
Singapore,Y2012,5303264
Singapore,Y2013,5411737
Sint Maarten (Dutch part),Y2010,42519
Sint Maarten (Dutch part),Y2011,43451
Sint Maarten (Dutch part),Y2012,44355
Sint Maarten (Dutch part),Y2013,45233
Slovakia,Y1995,5362950
Slovakia,Y1996,5372351
Slovakia,Y1997,5379101
Slovakia,Y1998,5383590
Slovakia,Y1999,5386384
Slovakia,Y2000,5388010
Slovakia,Y2001,5388448
Slovakia,Y2002,5387913
Slovakia,Y2003,5387441
Slovakia,Y2004,5388338
Slovakia,Y2005,5391489
Slovakia,Y2006,5397396
Slovakia,Y2007,5405718
Slovakia,Y2008,5415434
Slovakia,Y2009,5425044
Slovakia,Y2010,5433437
Slovakia,Y2011,5440253
Slovakia,Y2012,5445757
Slovakia,Y2013,5450223
Slovenia,Y1995,1991848
Slovenia,Y1996,1989709
Slovenia,Y1997,1988790
Slovenia,Y1998,1988806
Slovenia,Y1999,1989178
Slovenia,Y2000,1989545
Slovenia,Y2001,1989732
Slovenia,Y2002,1990090
Slovenia,Y2003,1991368
Slovenia,Y2004,1994578
Slovenia,Y2005,2000349
Slovenia,Y2006,2009036
Slovenia,Y2007,2020156
Slovenia,Y2008,2032470
Slovenia,Y2009,2044248
Slovenia,Y2010,2054232
Slovenia,Y2011,2061952
Slovenia,Y2012,2067717
Slovenia,Y2013,2071997
Solomon Islands,Y1995,359236
Solomon Islands,Y1996,369439
Solomon Islands,Y1997,379861
Solomon Islands,Y1998,390493
Solomon Islands,Y1999,401323
Solomon Islands,Y2000,412336
Solomon Islands,Y2001,423529
Solomon Islands,Y2002,434880
Solomon Islands,Y2003,446335
Solomon Islands,Y2004,457827
Solomon Islands,Y2005,469306
Solomon Islands,Y2006,480745
Solomon Islands,Y2007,492148
Solomon Islands,Y2008,503541
Solomon Islands,Y2009,514964
Solomon Islands,Y2010,526447
Solomon Islands,Y2011,537997
Solomon Islands,Y2012,549598
Solomon Islands,Y2013,561231
Somalia,Y1995,6346440
Somalia,Y1996,6481035
Somalia,Y1997,6673254
Somalia,Y1998,6904978
Somalia,Y1999,7149044
Somalia,Y2000,7385416
Somalia,Y2001,7609265
Somalia,Y2002,7825924
Somalia,Y2003,8037706
Somalia,Y2004,8249965
Somalia,Y2005,8466938
Somalia,Y2006,8687671
Somalia,Y2007,8910851
Somalia,Y2008,9140259
Somalia,Y2009,9380854
Somalia,Y2010,9636173
Somalia,Y2011,9907903
Somalia,Y2012,10195134
Somalia,Y2013,10495583
South Africa,Y1995,41426810
South Africa,Y1996,42204043
South Africa,Y1997,42906581
South Africa,Y1998,43558285
South Africa,Y1999,44195890
South Africa,Y2000,44846286
South Africa,Y2001,45513217
South Africa,Y2002,46187794
South Africa,Y2003,46869028
South Africa,Y2004,47553025
South Africa,Y2005,48235291
South Africa,Y2006,48919359
South Africa,Y2007,49602778
South Africa,Y2008,50267488
South Africa,Y2009,50889543
South Africa,Y2010,51452352
South Africa,Y2011,51949041
South Africa,Y2012,52385920
South Africa,Y2013,52776130
South Sudan,Y2011,10381110
South Sudan,Y2012,10837527
South Sudan,Y2013,11296173
Spain,Y1995,39420568
Spain,Y1996,39513721
Spain,Y1997,39603778
Spain,Y1998,39729942
Spain,Y1999,39944692
Spain,Y2000,40282828
Spain,Y2001,40756675
Spain,Y2002,41346738
Spain,Y2003,42015864
Spain,Y2004,42710301
Spain,Y2005,43387477
Spain,Y2006,44038456
Spain,Y2007,44664067
Spain,Y2008,45243381
Spain,Y2009,45754265
Spain,Y2010,46182038
Spain,Y2011,46514117
Spain,Y2012,46754541
Spain,Y2013,46926963
Sri Lanka,Y1995,18241711
Sri Lanka,Y1996,18367795
Sri Lanka,Y1997,18473862
Sri Lanka,Y1998,18575763
Sri Lanka,Y1999,18695041
Sri Lanka,Y2000,18846401
Sri Lanka,Y2001,19037119
Sri Lanka,Y2002,19260853
Sri Lanka,Y2003,19501969
Sri Lanka,Y2004,19737578
Sri Lanka,Y2005,19951291
Sri Lanka,Y2006,20137560
Sri Lanka,Y2007,20301912
Sri Lanka,Y2008,20452387
Sri Lanka,Y2009,20601663
Sri Lanka,Y2010,20758779
Sri Lanka,Y2011,20925532
Sri Lanka,Y2012,21098099
Sri Lanka,Y2013,21273228
Sudan,Y1995,29963988
Sudan,Y1996,30824141
Sudan,Y1997,31682982
Sudan,Y1998,32551853
Sudan,Y1999,33447666
Sudan,Y2000,34382782
Sudan,Y2001,35359265
Sudan,Y2002,36373247
Sudan,Y2003,37423884
Sudan,Y2004,38508752
Sudan,Y2005,39625222
Sudan,Y2006,40774428
Sudan,Y2007,41954986
Sudan,Y2008,43158451
Sudan,Y2009,44373749
Sudan,Y2010,45592931
Sudan,Y2011,36430923
Sudan,Y2012,37195349
Sudan,Y2013,37964306
Suriname,Y1995,435776
Suriname,Y1996,441734
Suriname,Y1997,447771
Suriname,Y1998,453920
Suriname,Y1999,460215
Suriname,Y2000,466668
Suriname,Y2001,473312
Suriname,Y2002,480099
Suriname,Y2003,486867
Suriname,Y2004,493394
Suriname,Y2005,499523
Suriname,Y2006,505186
Suriname,Y2007,510433
Suriname,Y2008,515372
Suriname,Y2009,520173
Suriname,Y2010,524960
Suriname,Y2011,529761
Suriname,Y2012,534541
Suriname,Y2013,539276
Swaziland,Y1995,963428
Swaziland,Y1996,984506
Swaziland,Y1997,1006760
Swaziland,Y1998,1028694
Swaziland,Y1999,1048151
Swaziland,Y2000,1063715
Swaziland,Y2001,1074761
Swaziland,Y2002,1082183
Swaziland,Y2003,1087929
Swaziland,Y2004,1094758
Swaziland,Y2005,1104642
Swaziland,Y2006,1118253
Swaziland,Y2007,1134977
Swaziland,Y2008,1153929
Swaziland,Y2009,1173678
Swaziland,Y2010,1193148
Swaziland,Y2011,1212159
Swaziland,Y2012,1230985
Swaziland,Y2013,1249514
Sweden,Y1995,8826720
Sweden,Y1996,8849420
Sweden,Y1997,8859106
Sweden,Y1998,8861204
Sweden,Y1999,8863595
Sweden,Y2000,8872284
Sweden,Y2001,8888444
Sweden,Y2002,8911156
Sweden,Y2003,8941754
Sweden,Y2004,8981282
Sweden,Y2005,9030163
Sweden,Y2006,9089677
Sweden,Y2007,9159155
Sweden,Y2008,9234561
Sweden,Y2009,9310295
Sweden,Y2010,9382297
Sweden,Y2011,9448965
Sweden,Y2012,9511313
Sweden,Y2013,9571105
Switzerland,Y1995,7017042
Switzerland,Y1996,7059633
Switzerland,Y1997,7090176
Switzerland,Y1998,7113505
Switzerland,Y1999,7136813
Switzerland,Y2000,7165581
Switzerland,Y2001,7200783
Switzerland,Y2002,7241511
Switzerland,Y2003,7289079
Switzerland,Y2004,7344597
Switzerland,Y2005,7408608
Switzerland,Y2006,7482167
Switzerland,Y2007,7564712
Switzerland,Y2008,7653062
Switzerland,Y2009,7742768
Switzerland,Y2010,7830534
Switzerland,Y2011,7915200
Switzerland,Y2012,7997399
Switzerland,Y2013,8077833
Syrian Arab Republic,Y1995,14338240
Syrian Arab Republic,Y1996,14746306
Syrian Arab Republic,Y1997,15168523
Syrian Arab Republic,Y1998,15591261
Syrian Arab Republic,Y1999,15995760
Syrian Arab Republic,Y2000,16371208
Syrian Arab Republic,Y2001,16700984
Syrian Arab Republic,Y2002,16994676
Syrian Arab Republic,Y2003,17298476
Syrian Arab Republic,Y2004,17676012
Syrian Arab Republic,Y2005,18167367
Syrian Arab Republic,Y2006,18804914
Syrian Arab Republic,Y2007,19561477
Syrian Arab Republic,Y2008,20346056
Syrian Arab Republic,Y2009,21031546
Syrian Arab Republic,Y2010,21532647
Syrian Arab Republic,Y2011,21804363
Syrian Arab Republic,Y2012,21889682
Syrian Arab Republic,Y2013,21898061
Tajikistan,Y1995,5784330
Tajikistan,Y1996,5862347
Tajikistan,Y1997,5937177
Tajikistan,Y1998,6012933
Tajikistan,Y1999,6094661
Tajikistan,Y2000,6186152
Tajikistan,Y2001,6289340
Tajikistan,Y2002,6404118
Tajikistan,Y2003,6529609
Tajikistan,Y2004,6663929
Tajikistan,Y2005,6805655
Tajikistan,Y2006,6954522
Tajikistan,Y2007,7111025
Tajikistan,Y2008,7275252
Tajikistan,Y2009,7447396
Tajikistan,Y2010,7627326
Tajikistan,Y2011,7814850
Tajikistan,Y2012,8008990
Tajikistan,Y2013,8207834
Thailand,Y1995,58983954
Thailand,Y1996,59562136
Thailand,Y1997,60206941
Thailand,Y1998,60903042
Thailand,Y1999,61623143
Thailand,Y2000,62343379
Thailand,Y2001,63069070
Thailand,Y2002,63797841
Thailand,Y2003,64488338
Thailand,Y2004,65087400
Thailand,Y2005,65559487
Thailand,Y2006,65883961
Thailand,Y2007,66076927
Thailand,Y2008,66185340
Thailand,Y2009,66277335
Thailand,Y2010,66402316
Thailand,Y2011,66576332
Thailand,Y2012,66785001
Thailand,Y2013,67010502
The Former Yugoslav Republic of Macedonia,Y1995,1967013
The Former Yugoslav Republic of Macedonia,Y1996,1975207
The Former Yugoslav Republic of Macedonia,Y1997,1991687
The Former Yugoslav Republic of Macedonia,Y1998,2013117
The Former Yugoslav Republic of Macedonia,Y1999,2034487
The Former Yugoslav Republic of Macedonia,Y2000,2052129
The Former Yugoslav Republic of Macedonia,Y2001,2065098
The Former Yugoslav Republic of Macedonia,Y2002,2074441
The Former Yugoslav Republic of Macedonia,Y2003,2080866
The Former Yugoslav Republic of Macedonia,Y2004,2085728
The Former Yugoslav Republic of Macedonia,Y2005,2090044
The Former Yugoslav Republic of Macedonia,Y2006,2093801
The Former Yugoslav Republic of Macedonia,Y2007,2096620
The Former Yugoslav Republic of Macedonia,Y2008,2098769
The Former Yugoslav Republic of Macedonia,Y2009,2100558
The Former Yugoslav Republic of Macedonia,Y2010,2102216
The Former Yugoslav Republic of Macedonia,Y2011,2103890
The Former Yugoslav Republic of Macedonia,Y2012,2105575
The Former Yugoslav Republic of Macedonia,Y2013,2107158
Timor-Leste,Y2002,899367
Timor-Leste,Y2003,933369
Timor-Leste,Y2004,966987
Timor-Leste,Y2005,995619
Timor-Leste,Y2006,1018013
Timor-Leste,Y2007,1035706
Timor-Leste,Y2008,1050244
Timor-Leste,Y2009,1064191
Timor-Leste,Y2010,1079450
Timor-Leste,Y2011,1096293
Timor-Leste,Y2012,1114106
Timor-Leste,Y2013,1132879
Togo,Y1995,4284497
Togo,Y1996,4392177
Togo,Y1997,4504291
Togo,Y1998,4620710
Togo,Y1999,4740974
Togo,Y2000,4864753
Togo,Y2001,4992225
Togo,Y2002,5123674
Togo,Y2003,5258956
Togo,Y2004,5397851
Togo,Y2005,5540214
Togo,Y2006,5685845
Togo,Y2007,5834806
Togo,Y2008,5987491
Togo,Y2009,6144457
Togo,Y2010,6306014
Togo,Y2011,6472304
Togo,Y2012,6642928
Togo,Y2013,6816982
Tokelau,Y1995,1520
Tokelau,Y1996,1529
Tokelau,Y1997,1548
Tokelau,Y1998,1566
Tokelau,Y1999,1571
Tokelau,Y2000,1552
Tokelau,Y2001,1504
Tokelau,Y2002,1434
Tokelau,Y2003,1351
Tokelau,Y2004,1272
Tokelau,Y2005,1210
Tokelau,Y2006,1167
Tokelau,Y2007,1141
Tokelau,Y2008,1130
Tokelau,Y2009,1129
Tokelau,Y2010,1135
Tokelau,Y2011,1148
Tokelau,Y2012,1169
Tokelau,Y2013,1195
Tonga,Y1995,95928
Tonga,Y1996,96218
Tonga,Y1997,96574
Tonga,Y1998,96991
Tonga,Y1999,97457
Tonga,Y2000,97962
Tonga,Y2001,98504
Tonga,Y2002,99083
Tonga,Y2003,99691
Tonga,Y2004,100319
Tonga,Y2005,100960
Tonga,Y2006,101617
Tonga,Y2007,102289
Tonga,Y2008,102947
Tonga,Y2009,103557
Tonga,Y2010,104098
Tonga,Y2011,104554
Tonga,Y2012,104941
Tonga,Y2013,105323
Trinidad and Tobago,Y1995,1255001
Trinidad and Tobago,Y1996,1258365
Trinidad and Tobago,Y1997,1260677
Trinidad and Tobago,Y1998,1262544
Trinidad and Tobago,Y1999,1264781
Trinidad and Tobago,Y2000,1267980
Trinidad and Tobago,Y2001,1272347
Trinidad and Tobago,Y2002,1277723
Trinidad and Tobago,Y2003,1283868
Trinidad and Tobago,Y2004,1290379
Trinidad and Tobago,Y2005,1296933
Trinidad and Tobago,Y2006,1303478
Trinidad and Tobago,Y2007,1310040
Trinidad and Tobago,Y2008,1316449
Trinidad and Tobago,Y2009,1322518
Trinidad and Tobago,Y2010,1328095
Trinidad and Tobago,Y2011,1333082
Trinidad and Tobago,Y2012,1337439
Trinidad and Tobago,Y2013,1341151
Tunisia,Y1995,8982649
Tunisia,Y1996,9116617
Tunisia,Y1997,9237249
Tunisia,Y1998,9347451
Tunisia,Y1999,9451481
Tunisia,Y2000,9552776
Tunisia,Y2001,9652120
Tunisia,Y2002,9749636
Tunisia,Y2003,9847323
Tunisia,Y2004,9947369
Tunisia,Y2005,10051352
Tunisia,Y2006,10160243
Tunisia,Y2007,10273932
Tunisia,Y2008,10391460
Tunisia,Y2009,10511204
Tunisia,Y2010,10631830
Tunisia,Y2011,10753073
Tunisia,Y2012,10874915
Tunisia,Y2013,10996515
Turkey,Y1995,58522320
Turkey,Y1996,59442502
Turkey,Y1997,60372413
Turkey,Y1998,61308204
Turkey,Y1999,62243779
Turkey,Y2000,63174483
Turkey,Y2001,64100297
Turkey,Y2002,65022300
Turkey,Y2003,65938265
Turkey,Y2004,66845635
Turkey,Y2005,67743052
Turkey,Y2006,68626337
Turkey,Y2007,69496513
Turkey,Y2008,70363511
Turkey,Y2009,71241080
Turkey,Y2010,72137546
Turkey,Y2011,73058638
Turkey,Y2012,73997128
Turkey,Y2013,74932641
Turkmenistan,Y1995,4188010
Turkmenistan,Y1996,4267690
Turkmenistan,Y1997,4335991
Turkmenistan,Y1998,4395293
Turkmenistan,Y1999,4449427
Turkmenistan,Y2000,4501419
Turkmenistan,Y2001,4551762
Turkmenistan,Y2002,4600171
Turkmenistan,Y2003,4648037
Turkmenistan,Y2004,4696876
Turkmenistan,Y2005,4747839
Turkmenistan,Y2006,4801595
Turkmenistan,Y2007,4858236
Turkmenistan,Y2008,4917543
Turkmenistan,Y2009,4978962
Turkmenistan,Y2010,5041995
Turkmenistan,Y2011,5106668
Turkmenistan,Y2012,5172931
Turkmenistan,Y2013,5240072
Turks and Caicos Islands,Y1995,15334
Turks and Caicos Islands,Y1996,15967
Turks and Caicos Islands,Y1997,16527
Turks and Caicos Islands,Y1998,17114
Turks and Caicos Islands,Y1999,17866
Turks and Caicos Islands,Y2000,18876
Turks and Caicos Islands,Y2001,20186
Turks and Caicos Islands,Y2002,21740
Turks and Caicos Islands,Y2003,23412
Turks and Caicos Islands,Y2004,25025
