AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,Subprogram,InitialInterestRate,FixedOrVariableInterestInd,TermInMonths,NaicsCode,NaicsDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidInFullDate,ChargeOffDate,GrossChargeOffAmount,RevolverStatus,JobsSupported,SoldSecMrktInd
12/31/2024,7A,LAKARYA LLC,"46090 Lake Center Plz, Ste 310",STERLING,VA,20165,"Bank of America, National Association",3510,None,"100 N Tryon St, Ste 170",CHARLOTTE,NC,28202,500000,250000,3/12/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.25,V,84,541511,Custom Computer Programming Services,NA,NA,LOUDOUN,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,1,5,NA
12/31/2024,7A,Fab Five and Funtime LLC,920 Princess Street,WILMINGTON,NC,28401,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,212000,159000,3/12/2024,2024,4/25/2024,PLP,Guaranty,10.75,V,120,561520,Tour Operators,S3428,Pedal Pub,NEW HANOVER,NC,NORTH CAROLINA DISTRICT OFFICE,07,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,1,NA
12/31/2024,7A,Eric's Trucking CO. LLC,PO BOX 728,KERMIT,WV,25674,"Community Trust Bank, Inc.",2720,None,346 N Mayo Trl,PIKEVILLE,KY,41501,170000,85000,3/12/2024,2024,3/19/2024,SBA Express,FA$TRK (Small Loan Express),9.25,F,72,484220,"Specialized Freight (except Used Goods) Trucking, Local",NA,NA,MINGO,WV,WEST VIRGINIA DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,NA
12/31/2024,7A,Tigmann Group Inc,35 Denton Plaza,DENTON,MD,21629,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,25000,12500,3/12/2024,2024,6/30/2024,SBA Express,FA$TRK (Small Loan Express),10,V,120,722513,Limited-Service Restaurants,NA,NA,CAROLINE,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,1,30,NA
12/31/2024,7A,Sage Plumbing LLC,"SAGE PLUMBING, LLC",WORTHINGTON,WV,26591,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,40000,30000,3/12/2024,2024,NA,PLP,Guaranty,10.5,V,60,238220,"Plumbing, Heating, and Air-Conditioning Contractors",NA,NA,MARION,WV,WEST VIRGINIA DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,0,0,NA
12/31/2024,7A,KB Squared Technologies LLC,12616 Wallace Ln,Upper Marlboro,MD,20772,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,3/12/2024,2024,3/31/2024,PLP,Guaranty,15,V,120,541511,Custom Computer Programming Services,NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,Unanswered,EXEMPT,NA,NA,0,0,7,Y
12/31/2024,7A,PRO FENCE DISTRIBUTORS LLC,1600 HERITAGE COMMERCE CT,WAKE FOREST,NC,27587,North State Bank,35519,None,6204 Falls of Neuse Rd,RALEIGH,NC,27609,1580400,1185300,3/12/2024,2024,4/12/2024,PLP,Guaranty,11,V,300,238990,All Other Specialty Trade Contractors,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,1,Y
12/31/2024,7A,Southern Baseball Academy LLC,3010 Ode Turner Rd,Hillsborough,NC,27278,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,40000,34000,3/12/2024,2024,3/31/2024,PLP,Guaranty,15,V,120,711211,Sports Teams and Clubs,NA,NA,ORANGE,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,SHAFA CORP.,3339 1ST AVE SW,HICKORY,NC,28602,United Community Bank,16889,None,200 E Camperdown Way,Greenville,SC,29601,995000,746250,3/12/2024,2024,3/27/2024,PLP,Guaranty,10,V,300,445110,Supermarkets and Other Grocery (except Convenience) Stores,NA,NA,CATAWBA,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,35,Y
12/31/2024,7A,SKYLINE DOOR ACQUISITION GROUP,1875 DILLARD DRIVE,SALEM,VA,24153,Pinnacle Bank,35583,None,"150 Third Ave S, Ste 900",NASHVILLE,TN,37201,500000,250000,3/12/2024,2024,5/17/2024,SBA Express,FA$TRK (Small Loan Express),10.5,V,120,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",NA,NA,SALEM,VA,RICHMOND DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,18,NA
12/31/2024,7A,The Collective Salon LLC,319 S CENTRAL AVE,LOCUST,NC,28097,Pinnacle Bank,35583,None,"150 Third Ave S, Ste 900",NASHVILLE,TN,37201,399000,299250,3/12/2024,2024,4/23/2024,PLP,Guaranty,10.5,V,309,812112,Beauty Salons,NA,NA,STANLY,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,11,Y
12/31/2024,7A,Fox Pizza Den,958 Cunningham Ln,Moorefield,WV,26836,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,150000,127500,3/12/2024,2024,3/28/2024,PLP,Guaranty,11.5,V,120,722513,Limited-Service Restaurants,NA,NA,HARDY,WV,WEST VIRGINIA DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,72,Y
12/31/2024,7A,Tigmann Group Inc,35 Denton Plaza,DENTON,MD,21629,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,540000,405000,3/12/2024,2024,7/9/2024,PLP,Guaranty,9.5,V,120,722513,Limited-Service Restaurants,NA,NA,CAROLINE,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,30,NA
12/31/2024,7A,Vicenza HomeHealth Care Servic,1232 RACE RD,ROSEDALE,MD,21237,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,210000,105000,3/12/2024,2024,4/30/2024,SBA Express,FA$TRK (Small Loan Express),13,V,120,621610,Home Health Care Services,NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,30,NA
12/31/2024,7A,Queen's Hauling Inc.,309 Belgian Dr,Archdale,NC,27263,Pinnacle Bank,35583,None,"150 Third Ave S, Ste 900",NASHVILLE,TN,37201,631000,473250,3/12/2024,2024,4/30/2024,PLP,Guaranty,10.75,V,120,562119,Other Waste Collection,NA,NA,RANDOLPH,NC,NORTH CAROLINA DISTRICT OFFICE,06,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,8,Y
12/31/2024,7A,Four B Poultry LLC,138 W. JOHN CRAWFORD RD,SHELBY,NC,28152,First Financial Bank,28905,None,300 E Peach St,El Dorado,AR,71730,144000,122400,3/12/2024,2024,5/1/2024,PLP,Guaranty,8.55,F,180,112320,Broilers and Other Meat Type,NA,NA,CLEVELAND,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,M B COPNEY LLC,1213 MOREHEAD ST W SUITE 5TH,CHARLOTTE,NC,28208,"U.S. Bank, National Association",6548,None,425 Walnut St,CINCINNATI,OH,45202,21800,10900,3/12/2024,2024,3/14/2024,SBA Express,FA$TRK (Small Loan Express),9.49,F,60,238130,Framing Contractors,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,12,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,GOOD GROUND LLC,23033 SWEETSPIRE DR,CLARKSBURG,MD,20871,"PNC Bank, National Association",6384,None,222 Delaware Ave,WILMINGTON,DE,19801,20000,10000,3/12/2024,2024,4/3/2024,SBA Express,FA$TRK (Small Loan Express),13.9,V,120,541613,Marketing Consulting Services,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,06,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,Realty Relations Group LLC,10232 Vale Rd,Vienna,VA,22181,Celtic Bank Corporation,57056,None,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111,139000,118150,3/12/2024,2024,3/13/2024,PLP,Guaranty,11.25,V,120,531311,Residential Property Managers,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,Firehouse Subs #116,2251 Spider Dr. NE,KANNAPOLIS,NC,28083,First Internet Bank of Indiana,34607,None,8701 E 116th St,FISHERS,IN,46038,453000,339750,3/12/2024,2024,6/12/2024,PLP,Guaranty,11.25,V,120,722513,Limited-Service Restaurants,S0639,Firehouse Subs,CABARRUS,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,14,Y
12/31/2024,7A,JAVIER POSADA MASONRY,509 E TRINITY AVE,DURHAM,NC,27701,"PNC Bank, National Association",6384,None,222 Delaware Ave,WILMINGTON,DE,19801,20000,10000,3/12/2024,2024,7/1/2024,SBA Express,FA$TRK (Small Loan Express),13.9,V,120,238140,Masonry Contractors,NA,NA,DURHAM,NC,NORTH CAROLINA DISTRICT OFFICE,04,INDIVIDUAL,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,SKYLINE DOOR ACQUISITION GROUP,1875 DILLARD DRIVE,SALEM,VA,24153,Pinnacle Bank,35583,None,"150 Third Ave S, Ste 900",NASHVILLE,TN,37201,1802000,1351500,3/12/2024,2024,4/12/2024,PLP,Guaranty,10,V,300,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",NA,NA,SALEM,VA,RICHMOND DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,18,Y
12/31/2024,7A,Three Top Tree Farm of Ashe LL,1672 W MILL CREEK RD,WARRENSVILLE,NC,28693,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,80000,68000,3/12/2024,2024,NA,PLP,Guaranty,13.25,V,120,111419,Other Food Crops Grown Under Cover,NA,NA,ASHE,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,0,6,NA
12/31/2024,7A,Georgia Leith Skincare Studio,7500 OLD GEORGETOWN RD,BETHESDA,MD,20814,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,25000,12500,3/12/2024,2024,10/31/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,812199,Other Personal Care Services,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,7,NA
12/31/2024,7A,Andrew R. Treece OD PA,644 STATESVILLE BLVD,SALISBURY,NC,28144,The Fidelity Bank,11507,None,100 S Main St,FUQUAY VARINA,NC,27526,305500,229125,3/12/2024,2024,3/18/2024,PLP,Guaranty,10.75,V,120,621320,Offices of Optometrists,NA,NA,ROWAN,NC,NORTH CAROLINA DISTRICT OFFICE,13,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,12,Y
12/31/2024,7A,Flood Law LLC,1 Research Ct Suite 450,Rockville,MD,20850,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,500000,375000,3/12/2024,2024,3/31/2024,PLP,Guaranty,11.25,V,120,541110,Offices of Lawyers,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,Pope Industries LLC,1008 BETHLEHEM RD,KNIGHTDALE,NC,27545,Pinnacle Bank,35583,None,"150 Third Ave S, Ste 900",NASHVILLE,TN,37201,416200,312150,3/12/2024,2024,4/12/2024,PLP,Guaranty,11,V,126,812220,Cemeteries and Crematories,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,Footprints Learn N Play L.L.C,6336 Old Meadow Rd,CHARLOTTE,NC,28227,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,34000,28900,3/12/2024,2024,3/31/2024,PLP,Guaranty,15,V,120,624410,Child Day Care Services,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,Marty Brown Racing & Machine L,311 Burrisville Rd,CENTREVILLE,MD,21617,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,80000,68000,3/12/2024,2024,4/1/2024,PLP,Guaranty,10.75,V,60,811198,All Other Automotive Repair and Maintenance,NA,NA,QUEEN ANNES,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,1,NA
12/31/2024,7A,SK CARRIERS LLC,7188 TUMBLEWEED PL,FREDERICKSBURG,VA,22408,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,15000,7500,3/12/2024,2024,4/28/2024,SBA Express,FA$TRK (Small Loan Express),14.5,V,120,484121,"General Freight Trucking, Long Distance, Truckload",NA,NA,CAROLINE,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,2,NA
12/31/2024,7A,Orndorff Mowen PLLC,135 Corporate Center Dr Suite,SCOTT DEPOT,WV,25560,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,100000,50000,3/12/2024,2024,4/2/2024,SBA Express,FA$TRK (Small Loan Express),10.5,V,120,541110,Offices of Lawyers,NA,NA,PUTNAM,WV,WEST VIRGINIA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,0,NA
12/31/2024,7A,ARMILLARY LLC,772 S. Mesa Road,MILLERSVILLE,MD,21108,Meridian Bank,57777,None,9 Old Lincoln Hwy,MALVERN,PA,19355,1415000,1061250,6/6/2024,2024,6/20/2024,PLP,Guaranty,10.25,V,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,03,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,6,NA
12/31/2024,7A,Piper & Bri LLC,16149 JORDAN CREST CT,HAYMARKET,VA,20169,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,75000,37500,6/6/2024,2024,6/18/2024,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,541614,"Process, Physical Distribution, and Logistics Consulting Services",NA,NA,PRINCE WILLIAM,VA,RICHMOND DISTRICT OFFICE,10,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,0,NA
12/31/2024,7A,Alekos Village Cafe LLC,6 N. CHURCH ST,MIDDLETOWN,MD,21769,Truist Bank,9846,None,214 N Tryon St,CHARLOTTE,NC,28202,655000,491250,6/6/2024,2024,7/10/2024,PLP,Guaranty,8.99,F,309,722511,Full-Service Restaurants,NA,NA,FREDERICK,MD,BALTIMORE DISTRICT OFFICE,06,INDIVIDUAL,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,28,NA
12/31/2024,7A,Paramount Volleyball Club,16028 Garriland Dr,LEESBURG,VA,20176,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,100000,50000,6/6/2024,2024,8/20/2024,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,711211,Sports Teams and Clubs,NA,NA,LOUDOUN,VA,WASHINGTON DISTRICT OFFICE,10,INDIVIDUAL,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,5,NA
12/31/2024,7A,First Choice Home Care LLC,1400 Shepard Dr,STERLING,VA,20164,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,250000,125000,6/6/2024,2024,6/24/2024,SBA Express,FA$TRK (Small Loan Express),14.5,V,72,621610,Home Health Care Services,NA,NA,LOUDOUN,VA,WASHINGTON DISTRICT OFFICE,10,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,100,NA
12/31/2024,7A,Inncuvate Consulting LLC,9701 APOLLO DR Suite 301,UPPER MARLBORO,MD,20774,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,30000,15000,6/6/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),15,V,120,541611,Administrative Management and General Management Consulting Services,NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,1,4,NA
12/31/2024,7A,SHUKRANA LLC,"5959 Exchange Drive, Suite 120",SYKESVILLE,MD,21784,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,40000,20000,6/6/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11,V,120,722513,Limited-Service Restaurants,NA,NA,CARROLL,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,1,11,NA
12/31/2024,7A,Pro Energy Electric LLC,5628 Knell Ave,BALTIMORE,MD,21206,"JPMorgan Chase Bank, National Association",628,None,1111 Polaris Pkwy,COLUMBUS,OH,43240,100000,50000,6/6/2024,2024,7/17/2024,SBA Express,FA$TRK (Small Loan Express),14.5,V,120,238210,Electrical Contractors,NA,NA,BALTIMORE CITY,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,Sullivan Mechanical Contractor,710 4th ST,SHENANDOAH,VA,22849,Northeast Bank,19690,None,35 Canal St,LEWISTON,ME,04240,250000,187500,6/6/2024,2024,6/14/2024,PLP,Guaranty,11.25,V,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",NA,NA,PAGE,VA,RICHMOND DISTRICT OFFICE,07,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,54,Y
12/31/2024,7A,PLUM & CLOVER COUNSELING LLC,4628 Bettswood Drive,Olney,MD,20832,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,30000,25500,6/6/2024,2024,7/1/2024,PLP,Guaranty,15,V,120,621330,Offices of Mental Health Practitioners (except Physicians),NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,1,Y
12/31/2024,7A,SHIN AND KIM D.D.S. P.L.L.C.,"1502 W NC HWY 54, SUITE101",DURHAM,NC,27707,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,498000,373500,6/6/2024,2024,6/14/2024,PLP,Guaranty,6.9,F,300,621210,Offices of Dentists,NA,NA,DURHAM,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,6,NA
12/31/2024,7A,Coastline Contracting Inc.,2771 BELLWOOD AVE,CASTLE HAYNE,NC,28429,First Bank,15019,None,205 SE Broad St,SOUTHERN PINES,NC,28387,1909500,1432125,6/6/2024,2024,6/20/2024,PLP,Guaranty,11.25,V,120,238910,Site Preparation Contractors,NA,NA,NEW HANOVER,NC,NORTH CAROLINA DISTRICT OFFICE,07,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,10,Y
12/31/2024,7A,Godspeed Auto Bro's LLC,512 North Carolina 24 27,ALBEMARLE,NC,28001,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,1337000,1002750,6/6/2024,2024,6/17/2024,PLP,Guaranty,8.75,V,300,811111,General Automotive Repair,NA,NA,STANLY,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,10,Y
12/31/2024,7A,Southern Sky Adventures L.L.C,2123 FAIRVIEW RD,RALEIGH,NC,27608,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,350000,262500,6/6/2024,2024,6/14/2024,PLP,Guaranty,11.99,V,120,561520,Tour Operators,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,13,Y
12/31/2024,7A,SHUKRANA LLC,"5959 Exchange Drive, Suite 120",SYKESVILLE,MD,21784,The Huntington National Bank,6560,None,17 S High St.,COLUMBUS,OH,43215,499000,374250,6/6/2024,2024,6/20/2024,PLP,Guaranty,11,V,129,722513,Limited-Service Restaurants,NA,NA,CARROLL,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,11,NA
12/31/2024,7A,Inncuvate Consulting LLC,9701 APOLLO DR Suite 301,Largo,MD,20774,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,50000,42500,6/6/2024,2024,NA,PLP,Guaranty,10.75,V,24,541611,Administrative Management and General Management Consulting Services,NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,4,NA
12/31/2024,7A,The Hair Experience LLC,331 S Dupont Hwy,New Castle,DE,19720,"Grow America Fund, Incorporated",None,None,633 3rd Ave,NEW YORK,NY,10017,100000,85000,6/6/2024,2024,6/17/2024,OTH 7A,Guaranty,6.32,F,120,812112,Beauty Salons,NA,NA,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,6,NA
12/31/2024,7A,RedHackBlue LLC,5980 RICHMOND HWY Apt 215,ALEXANDRIA,VA,22303,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,200000,150000,6/6/2024,2024,6/21/2024,PLP,Guaranty,11.25,V,84,541512,Computer Systems Design Services,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,08,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,Coastline Contracting Inc.,2771 BELLWOOD AVE,CASTLE HAYNE,NC,28429,First Bank,15019,None,205 SE Broad St,SOUTHERN PINES,NC,28387,250000,125000,6/6/2024,2024,6/20/2024,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,238910,Site Preparation Contractors,NA,NA,NEW HANOVER,NC,NORTH CAROLINA DISTRICT OFFICE,07,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,10,NA
12/31/2024,7A,BYRD & MITCHELL INVESTMENTS L,10020 EDISON SQUARE DR NW UNIT,CONCORD,NC,28027,Stearns Bank National Association,10988,None,4191 2nd St South,SAINT CLOUD,MN,56301,310000,232500,6/6/2024,2024,6/11/2024,PLP,Guaranty,11.75,V,126,611699,All Other Miscellaneous Schools and Instruction,S1448,Romp n' Roll,CABARRUS,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,10,NA
12/31/2024,7A,Fulcrum Blue Transport Company,1645 ASHTON PARK DR,SOUTH CHESTERFIELD,VA,23834,GBank,58626,None,"9115 W Russell Rd, Ste 110",LAS VEGAS,NV,89148,730000,547500,6/6/2024,2024,8/7/2024,PLP,Guaranty,11.5,V,120,492110,Couriers,NA,NA,CHESTERFIELD,VA,RICHMOND DISTRICT OFFICE,04,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,17,Y
12/31/2024,7A,Pain Relief Specialists LLC,1324 BELMONT AVE,SALISBURY,MD,21804,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,149000,74500,6/6/2024,2024,7/29/2024,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,621399,Offices of All Other Miscellaneous Health Practitioners,NA,NA,WICOMICO,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,18,NA
12/31/2024,7A,HMA CONSULTING GROUP LLC,4628 FREESTONE ST,HIGH POINT,NC,27265,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,15000,7500,6/6/2024,2024,6/28/2024,SBA Express,FA$TRK (Small Loan Express),14,V,120,611430,Professional and Management Development Training,NA,NA,GUILFORD,NC,NORTH CAROLINA DISTRICT OFFICE,06,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,0,NA
12/31/2024,7A,Stroud Lobsta Inc.,14213 Winterview Parkway,MIDLOTHIAN,VA,23113,First Community Bank,13012,None,29 College Dr,BLUEFIELD,VA,24605,403000,201500,6/6/2024,2024,7/3/2024,SBA Express,FA$TRK (Small Loan Express),8.5,F,120,722513,Limited-Service Restaurants,S3894,Mason's Lobster,CHESTERFIELD,VA,RICHMOND DISTRICT OFFICE,04,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,8,NA
12/31/2024,7A,Tropical Smoothie Cafe MD101,18251-G Flower Hill Way,GAITHERSBURG,MD,20879,"SouthState Bank, National Association",33555,None,1101 First St South,WINTER HAVEN,FL,33880,475000,356250,8/29/2024,2024,10/1/2024,PLP,Guaranty,11.5,V,124,722513,Limited-Service Restaurants,S1815,Tropical Smoothie Cafe,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,06,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,30,NA
12/31/2024,7A,PROMINENT IT TECH SOLUTIONS LL,704 Farmer Mill Lane,MATTHEWS,NC,28104,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,120000,60000,8/29/2024,2024,10/10/2024,SBA Express,FA$TRK (Small Loan Express),14.5,V,120,513210,Cable Networks,NA,NA,UNION,NC,NORTH CAROLINA DISTRICT OFFICE,09,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,2,NA
